,RM355 ZN14 ZN-T,KIT-OFF ZN10 ZN-T,GUIDANCE ZN11 ZN-T,PRINCIPAL ZN11 ZN-T,RM260B ZN11 ZN-T,RM375 ZN14 ZN-T,RM375-02 ZN-T,RM377-01 ZN18 ZN-T,RM361 ZN20 ZN-T,RM116 ZN06 ZN-T,RM138 ZN09 ZN-T,RM260 ZN11 ZN-T,RM303 ZN14 ZN-T,RM305 ZN14 ZN-T,RM307 ZN14 ZN-T,RM309 ZN-T,RM310 ZN09 ZN-T,RM311 ZN14 ZN-T,RM313 ZN14 ZN-T,RM335 ZN18 ZN-T,RM337 ZN18 ZN-T,RM339 ZN18 ZN-T,RM343 ZN18 ZN-T,RM349 ZN20 ZN-T,RM353 ZN-T,RM373 ZN14 ZN-T,RM379 ZN18 ZN-T,RM137 ZN09 ZN-T,RM139 ZN09 ZN-T,RM201 ZN19 ZN-T,RM203 ZN19 ZN-T,RM205 ZN19 ZN-T,RM207 ZN19 ZN-T,RM211 ZN19 ZN-T,RM215 ZN-T,RM222 ZN-T,RM224 ZN-T,RM225 ZN-T,RM226 ZN-T,RM227 ZN-T,RM228 ZN-T,RM230 ZN-T,RM232 ZN-T,RM237 ZN-T,RM241 ZN-T,RM243 ZN-T,RM245 ZN-T,RM247 ZN-T,RM249 ZN-T,RM251 ZN-T,RM253 ZN-T,RM255B ZN-T,RM364A ZN02 ZN-T,RM364B ZN02 ZN-T,RM267 ZN-T,RM271 ZN-T,RM273 ZN-T,RM301 ZN20 ZN-T,RM320 ZN22 ZN-T,RM323 ZN22 ZN-T,RM325 ZN22 ZN-T,RM326 ZN22 ZN-T,RM328 ZN22 ZN-T,RM345 ZN18 ZN-T,RM347 ZN20 ZN-T,RM351 ZN18 ZN-T,RM357 ZN20 ZN-T,RM359- ZN20 ZN-T,RM365 ZN20 ZN-T,RM367 ZN20 ZN-T,RM369 ZN20 ZN-T,RM370 ZN20 ZN-T,RM377 ZN14 ZN-T,RM381 ZN18 ZN-T,Cafe UV08 ZN08 ZN-T,Cafe UV01 ZN08 ZN-T,Cafe UV14 ZN08 ZN-T,Cafe UV02 ZN08ZN-T,FieldHouse-NE ZN1 ZN-T,FieldHouse-NW ZN1 ZN-T,FieldHouse-SE ZN1 ZN-T,FieldHouse-SW ZN1 ZN-T
2019-02-06 05:20:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.9545,,,,,,,,,,,,,
2019-02-06 05:24:32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-02-06 05:30:00,69.31632,70.83037,62.85884,61.09783,70.17919,65.39368,65.10825,63.00641,66.61325,62.47448,57.27176,69.70296,65.86078,65.54935,66.30188,65.39368,63.14785,64.90067,65.91266,63.05832,63.733,64.79688,65.70505,63.16211,63.16211,65.10825,64.69305,61.9425,58.85461,68.29993,66.97656,66.71704,64.40945,65.96777,61.7188,62.3037,63.01512,64.86774,65.96371,65.19181,62.2661,63.30801,66.31072,59.81166,64.30437,63.66297,63.64151,63.91013,66.69892,66.45563,64.74898,61.67347,67.02844,68.04044,67.42777,66.74664,64.77407,68.29993,65.49747,68.14423,69.26004,70.01254,70.06445,65.91266,64.69305,60.61911,64.90067,66.27594,62.9545,63.83676,65.13419,64.22598,63.47348,65.91266,65.16046,66.65067,65.16046,66.65067,58.4375,60.03125,58.84375,58.9375
2019-02-06 05:36:02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-02-06 05:40:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.16211,,,,,,,,,,,,,
2019-02-06 05:45:00,69.31632,70.83037,63.36695,64.16537,70.68447,65.34177,65.13419,62.9545,66.92465,62.47448,57.32364,69.70296,65.80887,65.54935,66.27594,65.34177,63.14785,64.90067,65.91266,63.05832,63.733,64.745,65.70505,63.21399,63.16211,65.1861,64.69305,61.9425,58.80273,68.24802,67.02844,66.66516,64.40945,65.96777,61.7188,63.62207,65.72373,66.4079,67.9877,66.24211,64.6972,63.93047,66.11046,60.01521,64.30437,63.66297,63.64151,63.91013,66.69892,66.45563,64.74898,61.67347,67.08035,68.04044,67.42777,66.74664,64.77407,68.35184,66.61325,68.63727,69.15622,69.57141,69.85687,66.06836,64.745,60.61911,64.64114,66.45755,,63.78488,65.1861,64.1741,63.47348,65.96457,66.22891,67.15677,66.22891,67.15677,58.375,60.03125,58.84375,58.9375
2019-02-06 05:47:32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-02-06 05:50:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.16211,,,,,,,,,,,,,
2019-02-06 05:59:02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-02-06 06:00:00,69.31632,70.83037,64.88576,67.71593,71.18619,65.39368,65.10825,63.52536,66.97656,62.47448,57.32364,69.70296,65.91266,65.54935,66.22403,65.34177,63.14785,64.90067,65.91266,65.05637,67.23602,67.52145,67.88477,63.2659,63.36969,65.1861,67.67715,61.9425,58.90652,68.29993,66.92465,66.61325,64.30566,65.7654,61.7188,64.4276,67.7993,67.21585,69.0593,66.88285,66.48452,65.32323,65.6946,60.01521,64.10629,63.8618,63.64151,63.91013,66.69892,66.45563,64.74898,61.36838,67.13223,68.04044,67.42777,66.74664,64.77407,68.35184,67.52145,68.84488,69.20813,69.15622,69.62329,66.12024,64.79688,60.82672,64.84879,66.40567,63.21399,64.27789,65.60126,64.38168,65.13419,69.96066,67.29733,67.71909,67.29733,67.71909,58.1875,59.96875,58.65625,58.84375
2019-02-06 06:10:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.68106,,,,,,,,,,,,,
2019-02-06 06:10:32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-02-06 06:15:00,69.31632,70.73027,65.88885,69.76761,71.18619,65.34177,65.00446,65.34177,68.63727,62.57568,57.37552,69.70296,66.22403,65.49747,66.27594,65.34177,63.14785,64.90067,65.86078,67.33984,68.79297,68.84488,68.94867,62.85071,70.27203,65.10825,69.5195,61.99442,58.80273,70.06445,70.89481,70.97266,65.03223,67.09312,66.70727,64.85666,69.08675,67.62513,69.92001,67.08739,67.52792,68.51665,65.49481,60.01521,64.10629,63.8618,63.64151,63.91013,66.69892,66.15843,64.74898,61.36838,67.08035,68.14423,68.03902,68.02624,64.77407,69.05243,68.04044,70.22015,69.26004,69.26004,69.5195,69.90875,67.72903,65.86078,68.55942,69.85687,,67.18414,70.37582,68.19614,66.22403,69.26004,67.80344,68.73132,67.80344,68.73132,58.1875,59.90625,58.53125,58.6875
2019-02-06 06:20:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.733,,,,,,,,,,,,,
2019-02-06 06:22:02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-02-06 06:30:00,69.31632,70.73027,66.89555,69.76761,71.68808,73.17828,70.11633,66.30188,68.94867,62.57568,57.37552,69.70296,66.17215,69.75308,69.85687,69.36383,63.14785,70.4277,65.80887,68.19614,68.63727,70.22015,68.84488,62.77289,68.63727,70.4277,68.94867,61.9425,58.80273,69.5195,68.68915,68.74109,67.65308,68.57336,68.91898,65.27639,70.1489,67.59257,69.91586,67.50064,67.95756,70.46807,65.49481,60.01521,64.10629,63.8618,63.64151,63.91013,66.69892,66.15843,64.74898,61.36838,67.13223,68.09235,68.03902,68.33115,64.77407,69.05243,68.55942,70.27203,69.10434,69.36383,69.31192,69.00055,70.06445,66.50946,69.15622,68.63727,63.83676,67.67715,71.9068,69.20813,67.23602,69.05243,68.30957,68.73132,68.30957,68.73132,58.0625,59.875,58.375,58.6875
2019-02-06 06:33:32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-02-06 06:40:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.83676,,,,,,,,,,,,,
2019-02-06 06:45:00,69.31632,70.84566,67.39861,69.7612,71.68808,72.71118,74.1384,66.76898,69.41571,62.57568,57.42743,69.70296,66.22403,68.29993,71.54352,67.93665,63.14785,68.74109,65.86078,69.36383,68.24802,69.75308,68.45563,62.77289,69.10434,71.69919,68.94867,61.9425,58.69891,69.10434,69.85687,70.53149,68.82074,69.63583,70.22141,65.68544,71.21292,67.5779,69.715,67.90129,67.75753,71.53329,65.49481,62.96013,66.03413,64.50446,64.49197,64.72653,70.72141,66.15843,65.05698,61.36838,67.13223,68.14423,68.03902,68.63421,70.12696,69.05243,68.89676,69.05243,69.26004,69.46762,69.26004,69.20813,70.27203,67.52145,69.80496,70.37582,,68.09235,74.19028,68.84488,66.87277,69.31192,68.30957,69.2374,68.30957,69.2374,58.0,59.6875,58.375,58.5625
2019-02-06 06:45:02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-02-06 06:50:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.96649,,,,,,,,,,,,,
2019-02-06 06:56:32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-02-06 07:00:00,69.31632,70.74307,68.40745,70.76884,71.68808,72.39981,71.80301,67.02844,69.62329,62.68102,57.42743,69.70296,66.22403,69.20813,72.71118,68.94867,63.04782,69.00055,65.91266,69.75308,69.75308,69.10434,69.96066,62.66904,68.94867,72.76312,69.20813,61.99442,58.69891,69.26004,69.26004,69.05243,68.37961,70.26188,69.34763,66.09382,72.23901,67.38641,69.28839,68.30987,67.55849,71.5378,66.76603,67.88991,69.6691,64.91597,65.35549,69.81284,71.05839,66.15843,65.67477,61.36838,67.13223,68.14423,68.65221,68.93492,72.08944,69.15622,69.36383,70.32391,69.75308,69.72708,69.20813,70.06445,68.24802,67.98856,69.31192,69.10434,63.96649,68.35184,74.1384,69.41571,66.61325,69.31192,68.81564,69.2374,68.81564,69.2374,58.0,59.5625,58.25,58.5625
2019-02-06 07:08:02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-02-06 07:10:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.07031,,,,,,,,,,,,,
2019-02-06 07:15:00,69.31632,70.53785,68.91109,71.27147,72.19786,72.76312,72.0625,67.33984,69.72708,62.68102,57.37552,69.70296,66.27594,68.35184,71.64728,67.93665,63.15299,69.36383,65.86078,69.10434,69.5195,70.16824,69.75308,62.77289,69.00055,73.02258,69.41571,61.99442,58.75082,69.20813,68.68915,68.79297,67.47141,70.67056,68.87308,66.29386,72.64838,67.15904,69.50849,68.30987,67.55849,71.5378,66.76603,69.13342,70.52327,65.34088,67.62325,71.12738,71.39491,70.16557,67.23185,64.06757,68.14423,68.74109,68.96283,68.93492,71.79185,69.15622,69.62329,68.94867,69.85687,69.75308,69.26004,69.5195,70.01254,68.55942,69.46762,68.79297,,68.63727,74.5795,70.27203,67.18414,69.36383,69.32178,69.74353,69.32178,69.74353,58.0625,59.34375,58.5,58.46875
2019-02-06 07:19:32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-02-06 07:20:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.12219,,,,,,,,,,,,,
2019-02-06 07:30:00,69.31632,72.21069,69.41151,71.27147,72.19786,72.5036,72.08844,67.46957,69.41571,64.53816,62.90262,69.70296,66.30188,68.24802,72.60739,69.00055,63.76738,69.75308,66.01645,69.96066,70.06445,68.58536,69.96066,62.85071,70.27203,71.33594,69.20813,68.89676,64.32977,69.20813,70.4277,69.41571,67.05621,71.0817,69.03802,66.7005,73.06419,67.36229,69.75346,68.70907,67.76466,71.33102,66.76603,70.18299,71.1196,68.07735,68.9003,71.96632,71.39491,70.52786,68.4791,69.35758,70.01254,69.85687,69.2663,69.24252,71.79185,69.15622,70.68719,70.4277,70.97266,69.80496,69.15622,69.46762,68.35184,68.79297,70.79102,70.68719,64.53735,70.37582,75.15039,69.46762,66.61325,69.46762,69.32178,69.74353,69.32178,69.74353,58.53125,59.21875,59.53125,58.6875
2019-02-06 07:31:02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-02-06 07:40:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.44556,,,,,,,,,,,,,
2019-02-06 07:42:32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-02-06 07:45:00,69.31632,72.50877,69.91457,71.27147,72.19786,72.08844,72.815,68.45563,69.15622,66.24318,65.10825,70.20706,66.82086,69.41571,72.14032,68.74109,64.71507,69.20813,66.50946,69.31192,69.26004,69.31192,69.75308,63.78488,70.47961,72.91879,69.00055,70.27203,65.91266,69.90875,69.36383,70.11633,68.53528,71.6986,69.71085,67.34592,72.42342,68.03941,69.58095,69.12402,67.96426,71.33102,66.96445,70.79882,71.73405,69.53989,69.11295,72.82125,71.39491,70.52786,69.71284,70.92926,70.37582,70.16824,69.56527,69.85248,71.49336,69.6752,69.75308,68.94867,71.28403,70.16824,69.75308,69.26004,69.80496,69.46762,69.85687,69.5195,,68.94867,76.05859,69.00055,68.35184,69.80496,69.32178,69.74353,69.32178,69.74353,59.0625,59.40625,60.4375,59.28125
2019-02-06 07:50:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66.82086,,,,,,,,,,,,,
2019-02-06 07:54:02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-02-06 08:00:00,69.31632,72.40561,70.41854,71.27147,72.19786,72.5036,72.76312,69.20813,69.72708,66.45745,66.61325,70.20706,67.88477,69.6752,71.95871,69.31192,65.55949,69.00055,67.46957,69.6752,68.45563,68.58536,69.5195,65.05637,69.72708,70.92075,68.94867,69.72708,68.14423,70.68719,69.80496,70.11633,69.65109,70.84943,70.22884,68.02057,72.62434,68.90336,70.01752,69.97078,68.16283,72.76137,68.73073,71.82623,72.55226,70.86647,69.11666,71.17131,71.39491,70.83587,69.71284,69.96281,70.5834,70.16824,69.56527,70.15692,70.86288,70.37582,70.16824,69.20813,71.07645,71.49161,71.02454,70.5834,68.94867,70.47961,70.8429,70.53149,67.13223,69.96066,76.68134,69.26004,68.74109,70.4277,69.32178,69.74353,69.32178,69.74353,59.46875,59.15625,61.5,59.5625
2019-02-06 08:05:32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-02-06 08:10:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66.87277,,,,,,,,,,,,,
2019-02-06 08:15:00,69.81727,72.39826,70.41854,70.76915,72.69812,72.71118,72.0625,69.26004,70.22015,65.83082,67.39172,70.70763,67.93665,68.84488,71.95871,69.31192,66.10648,69.62329,68.45563,69.46762,69.05243,69.57141,69.05243,65.1861,68.55942,72.9707,68.68915,70.8429,68.63727,71.07645,70.06445,70.37582,69.18402,70.63683,70.25146,68.22646,72.41286,68.90336,70.01752,70.17285,68.16283,71.45244,68.935,72.24104,73.19175,71.49617,68.91602,70.96672,71.39491,70.5359,69.71284,69.65151,70.79102,70.32391,69.26394,70.15692,70.54787,71.18024,70.06445,69.26004,70.92075,71.80301,70.92075,71.12833,68.40372,69.96066,71.5954,71.54352,,70.01254,76.68134,68.55942,68.68915,70.27203,69.32178,69.2374,69.32178,69.2374,60.0625,59.03125,62.34375,59.96875
2019-02-06 08:17:02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-02-06 08:20:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.02844,,,,,,,,,,,,,
2019-02-06 08:28:32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-02-06 08:30:00,69.81727,72.39826,69.91605,70.76915,72.69812,72.91879,72.76312,69.80496,70.37582,65.73052,68.09235,70.70763,68.40372,69.20813,72.01059,69.57141,66.52971,69.96066,69.41571,70.06445,69.46762,68.89676,69.00055,65.70505,68.24802,71.23215,69.46762,71.02454,68.84488,71.69919,70.22015,70.89481,68.97644,70.83621,70.04151,68.64711,72.41286,69.11887,70.2233,70.37315,68.16283,70.81659,69.13591,71.42964,72.76595,71.90859,68.91602,70.94842,71.39491,70.23795,69.71284,69.95226,70.89481,70.4277,69.26394,69.85787,71.14328,71.69919,70.11633,69.10434,70.73911,71.69919,70.97266,71.64728,69.62329,70.97266,72.0625,70.79102,67.13223,70.11633,71.7511,70.27203,68.55942,70.92075,69.32178,69.2374,69.32178,69.2374,60.53125,59.03125,63.34375,60.375
2019-02-06 08:40:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.33984,,,,,,,,,,,,,
2019-02-06 08:40:02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-02-06 08:45:00,69.81727,72.40719,69.41479,70.76915,72.69812,73.12637,72.08844,69.96066,70.4277,65.83366,68.68915,71.2079,68.79297,69.26004,72.55551,69.90875,66.94247,69.80496,69.90875,69.62329,69.90875,69.36383,69.15622,65.80887,70.06445,72.39981,69.05243,68.24802,69.20813,72.29602,70.37582,71.18024,69.02832,71.04036,70.69743,69.04514,72.20779,69.32549,70.42273,70.58414,68.16283,70.40551,69.5369,71.42964,72.33884,71.48557,69.12521,70.52013,71.39491,70.23795,70.01283,69.95226,70.97266,70.47961,68.95617,69.85787,71.44567,72.08844,70.06445,69.20813,70.63528,71.54352,71.07645,71.7511,68.55942,70.53149,72.19223,70.27203,,70.5834,70.47961,69.00055,68.58536,71.18024,69.32178,68.73132,69.32178,68.73132,60.75,59.15625,63.84375,60.59375
2019-02-06 08:50:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.33984,,,,,,,,,,,,,
2019-02-06 08:51:32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-02-06 09:00:00,69.81727,72.50904,69.91568,69.74416,72.69812,72.9707,72.60739,70.11633,70.37582,65.73252,69.26004,71.2079,69.20813,69.41571,73.02258,70.22015,67.25076,70.53149,70.5834,69.41571,69.31192,68.94867,68.63727,66.01645,68.63727,71.28403,69.10434,68.19614,69.36383,72.39981,70.79102,71.49161,69.13214,71.04036,71.58707,69.93766,71.36976,68.70032,70.22083,71.19295,68.37589,69.34348,69.94104,71.2251,72.12189,71.4817,69.12521,73.59711,71.39491,70.23795,70.01283,69.95226,70.89481,71.23215,68.95617,70.15555,71.14797,72.19223,69.46762,69.5195,70.5834,71.12833,71.38782,71.54352,69.6752,70.37582,71.69919,70.11633,66.92465,69.75308,69.85687,68.68915,68.04044,71.07645,69.32178,68.73132,69.32178,68.73132,60.9375,59.21875,63.78125,60.875
2019-02-06 09:03:02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-02-06 09:10:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66.76898,,,,,,,,,,,,,
2019-02-06 09:14:32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-02-06 09:15:00,70.31786,72.50904,69.91568,69.24091,73.20457,72.9707,72.76312,70.4277,70.47961,65.52394,69.6752,71.2079,69.57141,69.6752,72.5036,70.63528,67.66156,70.73911,70.97266,69.26004,69.15622,69.00055,70.11633,65.91266,68.79297,72.5036,69.15622,68.40372,69.57141,72.76312,71.12833,72.01059,69.18402,70.62457,73.10014,69.93766,70.95712,68.50043,70.01297,71.61342,68.97932,69.78395,70.34346,71.2251,72.5238,71.4817,69.12521,75.37178,71.69448,70.5446,70.3203,70.26256,70.92075,72.01059,68.95617,70.45933,71.14797,72.5036,69.31192,69.62329,70.53149,71.07645,71.43973,71.43973,69.05243,71.95871,71.5954,70.11633,,70.06445,69.5195,70.01254,67.72903,71.49161,69.32178,68.73132,69.32178,68.73132,61.21875,59.34375,64.4375,61.25
2019-02-06 09:20:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66.82086,,,,,,,,,,,,,
2019-02-06 09:26:02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-02-06 09:30:00,70.31786,72.71422,69.41441,69.24091,73.20457,72.24414,72.60739,70.47961,70.4277,65.52394,69.90875,71.71014,69.90875,69.75308,72.5036,70.97266,67.86545,70.97266,71.23215,70.16824,70.22015,69.96066,68.84488,66.06836,69.36383,72.19223,69.31192,69.46762,69.96066,73.12637,71.18024,72.5036,69.3916,70.62457,72.38968,69.93766,70.54233,68.71017,69.80779,72.01647,69.38905,70.44071,70.54276,71.2251,71.91113,71.4817,69.12521,75.80701,71.69448,70.84184,70.3203,70.26256,71.07645,72.29602,69.25436,70.45933,71.14797,72.71118,69.20813,68.94867,70.47961,70.97266,71.54352,71.54352,68.94867,72.0625,71.54352,70.27203,66.76898,70.22015,69.15622,69.15622,67.46957,71.69919,69.32178,68.73132,69.32178,68.73132,61.8125,59.40625,65.25,61.59375
2019-02-06 09:37:32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-02-06 09:40:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66.92465,,,,,,,,,,,,,
2019-02-06 09:45:00,70.31786,73.69452,69.9241,69.24091,73.20457,72.6593,72.45172,70.92075,70.47961,65.52394,70.22015,71.71014,70.32391,70.06445,72.5036,71.28403,68.06847,71.02454,71.69919,68.94867,69.41571,69.5195,70.68719,65.86078,68.63727,71.95871,68.94867,70.47961,69.96066,73.51559,71.49161,72.76312,69.65109,72.29377,72.1805,69.93766,70.34428,69.31761,69.80779,72.2165,69.5957,70.44071,70.75449,71.01854,72.11942,71.4817,68.92397,74.73159,71.69448,70.84184,70.3203,70.26256,71.02454,71.38782,69.25436,70.45933,71.14797,72.76312,69.00055,69.75308,70.32391,70.79102,71.80301,71.49161,70.11633,71.38782,71.49161,70.37582,,70.47961,69.00055,68.84488,67.33984,71.9068,68.81564,68.22522,68.81564,68.22522,62.03125,59.5625,65.625,61.875
2019-02-06 09:49:02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-02-06 09:50:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66.76898,,,,,,,,,,,,,
2019-02-06 10:00:00,70.31786,75.18394,69.41745,69.24091,73.20457,72.0625,72.55551,70.5834,70.47961,65.52394,70.27203,71.71014,70.5834,70.16824,72.45172,71.38782,68.27119,71.12833,71.95871,69.31192,69.00055,69.26004,69.26004,66.27594,70.16824,71.12833,68.79297,68.45563,70.01254,73.61938,71.64728,73.02258,69.75491,72.51425,72.58735,69.93766,70.13456,69.51853,69.60628,71.81097,69.79766,70.44071,70.75449,70.82041,71.91293,71.28258,68.92397,73.87686,71.99274,70.84184,70.3203,70.26256,71.28403,70.47961,69.25436,70.45933,71.14797,72.86691,68.89676,68.74109,70.27203,70.68719,72.01059,71.64728,69.10434,70.79102,71.38782,70.37582,66.76898,70.4277,68.84488,68.84488,67.23602,71.80301,68.81564,68.22522,68.81564,68.22522,62.21875,59.6875,66.125,62.1875
2019-02-06 10:00:32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-02-06 10:10:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.02844,,,,,,,,,,,,,
2019-02-06 10:12:02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
